Comment,Cluster
good company,not_cyberbullying
miley cyrus shock insensitive date rape joke gay comment watch video,gender
yes gay men groping woman definitely thing requires deeper conversation rape culture male gaze much,gender
doesnt mean awful ci straight men write joke,other_cyberbullying
ok get offended someone calling gay get offended rape joke please fall stair,gender
oh look brie gay prison rape joke,gender
bad guy right,other_cyberbullying
mine laughed month raped said purpose gay wanted rape infect hiv literally said happy stabane sick turned sick joke,gender
rape whistle joke boot,gender
sometimes u wan na say disgusting as bitch u remember period,other_cyberbullying
lmfaoooooooo call female friend bitch,other_cyberbullying
dumb blonde pretty face certainly second part anyway,other_cyberbullying
bring gay bashing rape joke point easily offended couple comedian good enough make work,gender
ck one objectively lazy comedy outweigh bigotry,other_cyberbullying
question misogyny hatred woman call female press sec bitch deserve thus ok,gender
know think may safe use c word regard kat,not_cyberbullying
already used gay insult various time night quite fun must admit rape joke,gender
carol ok female friend call bitch,gender
rt ed stupid girl eats lot wonder fucking fat,other_cyberbullying
eventually devolve pic hot woman pam carmen,not_cyberbullying
evidently belief allegation appropriate time disgusting joke,gender
overheard feminazis like,not_cyberbullying
play shut dance,not_cyberbullying
feminazi holding back,not_cyberbullying
second teacher mention indiscriminate sexual assault bc intoxication people tell gay rape joke high schoolers disgusting,gender
please retire male prison rape joke becoming gay feminine rape victim shoulda never thing,gender
im homophobic,ethnicity
imma make gay rape joke much want cause im slandering anyones name,gender
everytime respond ur argument u bring sum different shit chill,other_cyberbullying
rt reality tv disgust,not_cyberbullying
sexist reality h young girl role model,gender
rt call sexist get annoyed woman anchor sportscenter,gender
call fucking bitch,other_cyberbullying
save christian talk female colleague,gender
people still use word gay girly feminine etc insult still use rape joke,gender
lol every body think died aid second someone say nine guy pile freeway please dont,other_cyberbullying
id hate watch family guy think okay make racist amp amp rape joke gay joke line,gender
gay men kinda rapingly forward unwanted since im straight,gender
sargons joke actually wouldnt rape mp,gender
left winger choosing offended disingenuously keep ol smear train going,not_cyberbullying
using figure 1994 never made trial sexist idea woman unable rape bar statutory pic,gender
com bkh64otuf6,not_cyberbullying
rt criticism amp would better feminist taken opportunity critique,gender
know hard jihadi bitch understand reading comprehension required,religion
ok harass shame rape victim accept donation sexual predator amp steal disaster relief fund joke gay people,gender
straight u tell sam woodward get raped prison joke homophobic bc trying equate prison rape consensual gay sex following logic b argue homosexuality tool punishment,gender
picture beaten soul dead,not_cyberbullying
rt bother anyone us foul language coming girl mouth seems 10x worse,other_cyberbullying
ahhh fat rape amp gay joke,gender
case anyone wonder generally loathe lazy casting past season elena prime example,not_cyberbullying
first stupid comment candidate called mar weak gay make rape joke def crossed line,gender
friendly reminder abuse rape gay transphobic racist etc,gender
make one around call,not_cyberbullying
spend money want bitch business,other_cyberbullying
buries gay moc executed child killed rape joke,gender
always men woman hoe thots bitch female whenever call woman cant ever take accountability bro,gender
dont anything lol,not_cyberbullying
wasnt raised evil as kid,other_cyberbullying
stop normalizing toxic behavior,not_cyberbullying
really dehumanizing make u feel like pair tit as yk,not_cyberbullying
woman tell call female shut n,gender
lot men dont get basically another little le offensive way calling woman bitch,gender
arewa people loosing entire tribe joke,ethnicity
first gay man know arewa muslim bauchi state disgusting man prostitute rape pedophile bisex yet come shout,gender
grizz dude tweeted rape apologist shit sexist abusive shit gay joke much huh,gender
look like pant falling tights pant,not_cyberbullying
dude go culinary school,not_cyberbullying
like see right innocent act,not_cyberbullying
support gay activism vote novel book,gender
god fuck straight men constantly making rape joke acting gay,gender
laughed joke albino ugly k leg bow leg poor family gay cried joke rape,gender
rt woman inspire,not_cyberbullying
rt pretty much,not_cyberbullying
well done ash amp camilla try humility instead front bum,not_cyberbullying
seeing two think modelling competition cooking competition give two score 10 look,not_cyberbullying
rt issue female host sport broadcast variation tone voice,not_cyberbullying
reminder thing cool faking broken english accent queer baiting laughing pretending gay thing rape joke,gender
call boycott,ethnicity
make following joke unfollow suicide depression gay rape racist,gender
libs go oh god guess creepy joe woman candidate,other_cyberbullying
fucking shit bag sexist communist loving nazi trump 2,other_cyberbullying
com lshoe2vyhs,not_cyberbullying
candidate jair bolsonaro say racist sexist comment time,ethnicity
many video saying thing like prefer dead son gay son never black daughter law raised boy well going rape deserve,gender
call woman female bitch talking abt u whole fucking hate,other_cyberbullying
stay classy,not_cyberbullying
yea gay prison rape joke arent funny many level,gender
know privileged white guy hate pc police ruining fun course blame u funny shortcoming rather admit bad joke,other_cyberbullying
rt sexist woman comedian suck,gender
rt sexist woman working construction,gender
ever walked home dark seen another person becomed scared,not_cyberbullying
need one conan brien morphs tony big hurt,not_cyberbullying
tweeps reminder guy find acceptable call female colleague fucking bitch give worst insincere apology ever,gender
unworthy office,not_cyberbullying
fuck hope see someday see feel,not_cyberbullying
bring tear eye see woman successfully reverse parking space,not_cyberbullying
bitch full fucking disgusting every conceivable way,other_cyberbullying
rt call sexist want girl never commentating football men sport matter,gender
fired vic jellybean joke making sexual skit gay slur racism incest rape,gender
child lack depth analysis want listen girl announcer watching iowa game,not_cyberbullying
